,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
RHOA1,0,1.443970409,1,0.369,0,Monocyte 2,RHOA
PSEN1,0,1.419279166,1,0.356,0,Monocyte 2,PSEN1
CD151,0,1.401452186,1,0.307,0,Monocyte 2,CD151
ZDHHC20,0,1.396424235,1,0.204,0,Monocyte 2,ZDHHC20
CRTC31,0,1.387104532,1,0.46,0,Monocyte 2,CRTC3
MYD88,0,1.359839884,0.999,0.556,0,Monocyte 2,MYD88
HBEGF2,0,1.358123881,1,0.27,0,Monocyte 2,HBEGF
SECTM1,0,1.354304505,1,0.252,0,Monocyte 2,SECTM1
IL4R,0,1.351583411,0.947,0.497,0,Monocyte 2,IL4R
FGD21,0,1.332771426,0.958,0.356,0,Monocyte 2,FGD2
CD141,0,1.329474106,1,0.269,0,Monocyte 2,CD14
RAP2C,0,1.327863713,0.998,0.32,0,Monocyte 2,RAP2C
RAB9A1,0,1.324291847,0.987,0.374,0,Monocyte 2,RAB9A
NONO2,0,1.287944797,0.997,0.402,0,Monocyte 2,NONO
GABARAP1,0,1.284138939,1,0.295,0,Monocyte 2,GABARAP
RAB10,0,1.255628994,1,0.262,0,Monocyte 2,RAB10
CCDC88A1,0,1.251872272,0.997,0.318,0,Monocyte 2,CCDC88A
TBC1D2,0,1.247742932,0.999,0.317,0,Monocyte 2,TBC1D2
HNRNPD,0,1.246066576,1,0.314,0,Monocyte 2,HNRNPD
ADNP2,0,1.235042715,0.996,0.253,0,Monocyte 2,ADNP2
SPATA13,0,1.201110851,1,0.375,0,Monocyte 2,SPATA13
LY862,0,1.176865863,1,0.265,0,Monocyte 2,LY86
GNAI21,0,1.151714818,1,0.298,0,Monocyte 2,GNAI2
MYO102,0,1.133564169,0.996,0.324,0,Monocyte 2,MYO10
KRT1,0,1.126030331,0.997,0.524,0,Monocyte 2,KRT1
LILRA2,0,1.096689497,1,0.195,0,Monocyte 2,LILRA2
CTNNA11,0,1.092139349,1,0.33,0,Monocyte 2,CTNNA1
ADA,0,1.087049939,0.94,0.21,0,Monocyte 2,ADA
ZNF1892,0,1.084516578,1,0.302,0,Monocyte 2,ZNF189
SPI11,0,1.044472141,1,0.273,0,Monocyte 2,SPI1
PILRA1,0,1.039028395,1,0.269,0,Monocyte 2,PILRA
CD1631,0,1.022040755,1,0.27,0,Monocyte 2,CD163
CERK,0,1.005988313,0.993,0.454,0,Monocyte 2,CERK
CCR52,0,1.003146006,0.996,0.346,0,Monocyte 2,CCR5
LILRA1,0,5.789973429,1,0.188,0,Monocyte 3,LILRA1
RRAS,0,5.555136603,1,0.25,0,Monocyte 3,RRAS
LILRB1,0,5.489961762,1,0.304,0,Monocyte 3,LILRB1
PAG1,0,5.470338366,1,0.372,0,Monocyte 3,PAG1
ZNF703,0,5.461130327,1,0.269,0,Monocyte 3,ZNF703
FLII,0,5.441178054,1,0.419,0,Monocyte 3,FLII
MAPKAPK3,0,5.361569151,1,0.261,0,Monocyte 3,MAPKAPK3
CDC42EP2,0,5.33757411,1,0.284,0,Monocyte 3,CDC42EP2
MARK2,0,5.213356966,1,0.31,0,Monocyte 3,MARK2
PRAM1,0,5.127084588,1,0.379,0,Monocyte 3,PRAM1
CSK,0,5.122985322,1,0.301,0,Monocyte 3,CSK
FFAR2,0,5.056279624,1,0.239,0,Monocyte 3,FFAR2
ADGRE1,0,5.014201769,1,0.236,0,Monocyte 3,ADGRE1
CNIH4,0,5.010179924,1,0.232,0,Monocyte 3,CNIH4
PKN1,0,4.967546613,1,0.487,0,Monocyte 3,PKN1
RIN2,0,4.947837202,1,0.255,0,Monocyte 3,RIN2
TCF7L2,0,4.891098784,1,0.234,0,Monocyte 3,TCF7L2
PCGF5,0,4.85489287,1,0.388,0,Monocyte 3,PCGF5
SMAD2,0,4.733835135,1,0.367,0,Monocyte 3,SMAD2
MDM2,0,4.692372181,1,0.559,0,Monocyte 3,MDM2
P2RY1,0,4.647740147,1,0.317,0,Monocyte 3,P2RY1
ARRDC1,0,4.647434414,1,0.252,0,Monocyte 3,ARRDC1
UNC119,0,4.638686708,1,0.62,0,Monocyte 3,UNC119
GPBAR1,0,4.623508418,1,0.198,0,Monocyte 3,GPBAR1
NACC2,0,4.612317771,1,0.274,0,Monocyte 3,NACC2
ZNF593,0,4.610503103,1,0.525,0,Monocyte 3,ZNF593
INPP1,0,4.606630822,1,0.321,0,Monocyte 3,INPP1
LMO2,0,4.602408821,1,0.384,0,Monocyte 3,LMO2
RALB,0,4.551467819,1,0.437,0,Monocyte 3,RALB
APH1B,0,4.543218661,1,0.399,0,Monocyte 3,APH1B
ZDHHC1,0,4.52821471,1,0.237,0,Monocyte 3,ZDHHC1
RHOG,0,4.519180008,1,0.39,0,Monocyte 3,RHOG
ANKRD13A,0,4.494167918,1,0.324,0,Monocyte 3,ANKRD13A
VAV1,0,4.423364366,1,0.582,0,Monocyte 3,VAV1
KCNJ2,0,4.398743875,1,0.214,0,Monocyte 3,KCNJ2
SH3BP2,0,4.293996842,1,0.255,0,Monocyte 3,SH3BP2
STAT2,0,4.286818826,1,0.265,0,Monocyte 3,STAT2
JUP,0,4.25756933,1,0.231,0,Monocyte 3,JUP
PTGES,0,4.073788128,1,0.31,0,Monocyte 3,PTGES
PECAM1,0,4.067978173,1,0.228,0,Monocyte 3,PECAM1
LILRB2,0,4.054523918,1,0.276,0,Monocyte 3,LILRB2
C1D,0,4.02901926,1,0.403,0,Monocyte 3,C1D
COL4A3BP,0,3.990428444,1,0.511,0,Monocyte 3,COL4A3BP
LYN,0,3.982689557,1,0.4,0,Monocyte 3,LYN
P2RY2,0,3.967330634,1,0.29,0,Monocyte 3,P2RY2
NLRC4,0,3.965036673,1,0.34,0,Monocyte 3,NLRC4
ARHGAP27,0,3.954367048,1,0.245,0,Monocyte 3,ARHGAP27
ADA1,0,3.935962998,1,0.223,0,Monocyte 3,ADA
LILRA21,0,3.910406884,1,0.214,0,Monocyte 3,LILRA2
PDPK1,0,3.85730297,1,0.477,0,Monocyte 3,PDPK1
ZBTB7A,0,3.83081987,1,0.557,0,Monocyte 3,ZBTB7A
P2RX1,0,3.792779263,1,0.609,0,Monocyte 3,P2RX1
ADNP21,0,3.756665832,1,0.27,0,Monocyte 3,ADNP2
VAV2,0,3.706228891,1,0.299,0,Monocyte 3,VAV2
SPATA131,0,3.634292216,1,0.39,0,Monocyte 3,SPATA13
RAB101,0,3.63302958,1,0.279,0,Monocyte 3,RAB10
ZDHHC201,0,3.57409702,1,0.223,0,Monocyte 3,ZDHHC20
CUX1,0,3.549158811,1,0.659,0,Monocyte 3,CUX1
SECTM11,0,3.520875757,1,0.27,0,Monocyte 3,SECTM1
PPP1R17,0,3.469648726,1,0.324,0,Monocyte 3,PPP1R17
TBC1D21,0,3.462672647,1,0.334,0,Monocyte 3,TBC1D2
OLIG1,0,3.390518061,1,0.313,0,Monocyte 3,OLIG1
PTGIR1,0,3.364919765,1,0.33,0,Monocyte 3,PTGIR
RAP2C1,0,3.34084886,1,0.336,0,Monocyte 3,RAP2C
LILRB31,0,3.304980876,1,0.284,0,Monocyte 3,LILRB3
PSEN11,0,3.30312227,1,0.371,0,Monocyte 3,PSEN1
BEST11,0,3.274187848,1,0.271,0,Monocyte 3,BEST1
SIRPB11,0,3.219214571,1,0.408,0,Monocyte 3,SIRPB1
HSBP11,0,3.214423832,1,0.298,0,Monocyte 3,HSBP1
RXRA1,0,3.206775942,1,0.169,0,Monocyte 3,RXRA
ICAM2,0,3.198085271,1,0.567,0,Monocyte 3,ICAM2
RASGRP2,0,3.180855319,1,0.602,0,Monocyte 3,RASGRP2
VNN1,0,3.180088766,1,0.556,0,Monocyte 3,VNN1
MYD881,0,3.116239199,1,0.567,0,Monocyte 3,MYD88
ADGRE21,0,3.107523189,1,0.285,0,Monocyte 3,ADGRE2
FPR21,0,3.056951891,1,0.268,0,Monocyte 3,FPR2
ADGRE31,0,3.014193741,1,0.238,0,Monocyte 3,ADGRE3
NCOR21,0,3.000992328,1,0.194,0,Monocyte 3,NCOR2
PIK3AP11,0,2.981781861,1,0.334,0,Monocyte 3,PIK3AP1
SLC24A41,0,2.969492277,1,0.356,0,Monocyte 3,SLC24A4
NELFE1,0,2.935663075,1,0.284,0,Monocyte 3,NELFE
ZYX1,0,2.905556019,1,0.327,0,Monocyte 3,ZYX
CYSLTR2,0,2.879779035,0.999,0.635,0,Monocyte 3,CYSLTR2
CASP11,0,2.87520976,1,0.284,0,Monocyte 3,CASP1
CD79B,0,2.820761368,1,0.683,0,Monocyte 3,CD79B
PHF191,0,2.812499415,1,0.28,0,Monocyte 3,PHF19
ARRB21,0,2.752393254,1,0.297,0,Monocyte 3,ARRB2
FGR1,0,2.657702113,1,0.283,0,Monocyte 3,FGR
ZNRD1,0,2.604873096,1,0.521,0,Monocyte 3,ZNRD1
NOCT1,0,2.591750887,1,0.184,0,Monocyte 3,NOCT
PFDN1,0,2.560379819,1,0.299,0,Monocyte 3,PFDN1
TGM21,0,2.477835743,1,0.28,0,Monocyte 3,TGM2
PILRA2,0,2.47242837,1,0.286,0,Monocyte 3,PILRA
MRPL281,0,2.466082529,1,0.302,0,Monocyte 3,MRPL28
IRAK31,0,2.464674414,1,0.256,0,Monocyte 3,IRAK3
ANXA4,0,2.44739868,0.998,0.325,0,Monocyte 3,ANXA4
RAB8A1,0,2.446709219,0.941,0.615,0,Monocyte 3,RAB8A
CDA1,0,2.422423693,1,0.304,0,Monocyte 3,CDA
DAAM1,0,2.409492106,0.994,0.397,0,Monocyte 3,DAAM1
CLEC12A1,0,2.37182116,1,0.288,0,Monocyte 3,CLEC12A
CD1511,0,2.351724866,1,0.324,0,Monocyte 3,CD151
CARD191,0,2.348397425,1,0.232,0,Monocyte 3,CARD19
CRADD1,0,2.343746142,1,0.169,0,Monocyte 3,CRADD
TNNI21,0,2.341562904,1,0.291,0,Monocyte 3,TNNI2
RHOA2,0,2.307597717,1,0.384,0,Monocyte 3,RHOA
AGTRAP1,0,2.296702611,1,0.314,0,Monocyte 3,AGTRAP
GCA1,0,2.212317265,1,0.278,0,Monocyte 3,GCA
MEF2D1,0,2.197464634,1,0.313,0,Monocyte 3,MEF2D
SLC7A71,0,2.193624487,1,0.287,0,Monocyte 3,SLC7A7
AZI22,0,2.192004628,1,0.29,0,Monocyte 3,AZI2
RGS181,0,2.163381796,1,0.291,0,Monocyte 3,RGS18
GNAI22,0,2.139375152,1,0.315,0,Monocyte 3,GNAI2
ZNHIT11,0,2.090959616,1,0.45,0,Monocyte 3,ZNHIT1
RAB11A2,0,2.079753392,1,0.333,0,Monocyte 3,RAB11A
NEDD9,0,2.037982479,1,0.418,0,Monocyte 3,NEDD9
TSPAN14,0,2.019110029,0.984,0.689,0,Monocyte 3,TSPAN14
BATF31,0,1.958724626,1,0.309,0,Monocyte 3,BATF3
STAG2,0,1.947221753,0.999,0.699,0,Monocyte 3,STAG2
FCER1G1,0,1.902177219,1,0.369,0,Monocyte 3,FCER1G
SPI12,0,1.858910678,1,0.291,0,Monocyte 3,SPI1
FAM126A,0,1.82358154,1,0.425,0,Monocyte 3,FAM126A
SRC1,0,1.776190979,1,0.288,0,Monocyte 3,SRC
TNFSF13B1,0,1.775947059,1,0.285,0,Monocyte 3,TNFSF13B
BTK1,0,1.74082088,1,0.266,0,Monocyte 3,BTK
ZSWIM61,0,1.713805586,1,0.286,0,Monocyte 3,ZSWIM6
SLC43A21,0,1.708228989,1,0.286,0,Monocyte 3,SLC43A2
IFNB11,0,1.70733878,1,0.207,0,Monocyte 3,IFNB1
SLAMF71,0,1.671359209,1,0.287,0,Monocyte 3,SLAMF7
NOTCH21,0,1.670916634,1,0.172,0,Monocyte 3,NOTCH2
RGS19,0,1.637789751,0.935,0.547,0,Monocyte 3,RGS19
MTF11,0,1.637787536,1,0.24,0,Monocyte 3,MTF1
CYBB2,0,1.637725464,1,0.283,0,Monocyte 3,CYBB
TNFAIP61,0,1.616400519,1,0.277,0,Monocyte 3,TNFAIP6
IFNAR11,0,1.609436056,1,0.271,0,Monocyte 3,IFNAR1
DNAAF11,0,1.606498355,1,0.281,0,Monocyte 3,DNAAF1
LIMS11,0,1.587159144,1,0.286,0,Monocyte 3,LIMS1
CERK1,0,1.585112688,1,0.467,0,Monocyte 3,CERK
ASXL1,0,1.582948563,1,0.393,0,Monocyte 3,ASXL1
ZBTB431,0,1.506894421,1,0.177,0,Monocyte 3,ZBTB43
MARCO1,0,1.484363482,1,0.276,0,Monocyte 3,MARCO
BCKDK2,0,1.473459067,1,0.307,0,Monocyte 3,BCKDK
ATP6V1B22,0,1.467779121,1,0.29,0,Monocyte 3,ATP6V1B2
RASSF31,0,1.433398294,1,0.278,0,Monocyte 3,RASSF3
TLR41,0,1.416084559,1,0.285,0,Monocyte 3,TLR4
CLEC7A1,0,1.389010456,1,0.287,0,Monocyte 3,CLEC7A
OSTF11,0,1.387356739,1,0.399,0,Monocyte 3,OSTF1
HTATIP21,0,1.377177106,1,0.273,0,Monocyte 3,HTATIP2
MAFB2,0,1.353828659,1,0.282,0,Monocyte 3,MAFB
IGSF62,0,1.351854807,1,0.288,0,Monocyte 3,IGSF6
SIGLEC72,0,1.330308415,1,0.355,0,Monocyte 3,SIGLEC7
TYROBP2,0,1.324358122,1,0.374,0,Monocyte 3,TYROBP
CD471,0,1.298562825,1,0.404,0,Monocyte 3,CD47
SPRY21,0,1.267727416,1,0.469,0,Monocyte 3,SPRY2
SLC44A2,0,1.261460471,0.957,0.695,0,Monocyte 3,SLC44A2
CD300E1,0,1.24715846,1,0.282,0,Monocyte 3,CD300E
E2F7,0,1.241389197,0.988,0.361,0,Monocyte 3,E2F7
ARHGAP291,0,1.237113223,1,0.329,0,Monocyte 3,ARHGAP29
CCRL21,0,1.230049675,1,0.285,0,Monocyte 3,CCRL2
VNN21,0,1.213854036,1,0.282,0,Monocyte 3,VNN2
SNAP23,0,1.195115117,0.993,0.384,0,Monocyte 3,SNAP23
LRRK21,0,1.189628799,1,0.295,0,Monocyte 3,LRRK2
NFYC,0,1.182090546,0.97,0.491,0,Monocyte 3,NFYC
YWHAG,0,1.18035664,0.991,0.389,0,Monocyte 3,YWHAG
FFAR3,0,1.153519217,0.974,0.39,0,Monocyte 3,FFAR3
GABARAP2,0,1.145587124,1,0.312,0,Monocyte 3,GABARAP
PTPN121,0,1.114782802,1,0.304,0,Monocyte 3,PTPN12
NUDT4,0,1.112251361,0.863,0.431,0,Monocyte 3,NUDT4
MARCKS2,0,1.109016399,1,0.287,0,Monocyte 3,MARCKS
FPR11,0,1.106929101,1,0.285,0,Monocyte 3,FPR1
YES11,0,1.098668725,0.999,0.467,0,Monocyte 3,YES1
C5AR11,0,1.085362982,1,0.281,0,Monocyte 3,C5AR1
SLC11A11,0,1.072421962,1,0.283,0,Monocyte 3,SLC11A1
FGD41,0,1.063611055,1,0.287,0,Monocyte 3,FGD4
BAG3,0,1.047945081,0.992,0.353,0,Monocyte 3,BAG3
SH2B2,0,1.043012487,0.993,0.69,0,Monocyte 3,SH2B2
ITGAX1,0,1.040026931,1,0.287,0,Monocyte 3,ITGAX
DEDD2,0,1.00994713,0.996,0.386,0,Monocyte 3,DEDD2
PINK11,0,1.006394741,1,0.433,0,Monocyte 3,PINK1
TOX2,0,5.098827573,1,0.295,0,CD8 T-cell 1,TOX2
GDI1,0,4.717553819,1,0.311,0,CD8 T-cell 1,GDI1
TBC1D2B,0,4.673331475,1,0.386,0,CD8 T-cell 1,TBC1D2B
NAB1,0,4.667649926,1,0.353,0,CD8 T-cell 1,NAB1
PEX14,0,4.638220194,1,0.404,0,CD8 T-cell 1,PEX14
HIF1AN,0,4.600369895,0.999,0.389,0,CD8 T-cell 1,HIF1AN
CARHSP1,0,4.490792759,1,0.353,0,CD8 T-cell 1,CARHSP1
LAG3,0,4.429218205,1,0.337,0,CD8 T-cell 1,LAG3
STAT5A,0,4.336714684,1,0.408,0,CD8 T-cell 1,STAT5A
ZNF226,0,4.2877316,1,0.379,0,CD8 T-cell 1,ZNF226
ZCCHC2,0,4.260598043,1,0.398,0,CD8 T-cell 1,ZCCHC2
CD82,0,4.25180768,1,0.275,0,CD8 T-cell 1,CD82
VCAM1,0,4.235288265,1,0.281,0,CD8 T-cell 1,VCAM1
MED25,0,4.162564748,0.999,0.403,0,CD8 T-cell 1,MED25
CD200R1,0,4.067998414,0.999,0.339,0,CD8 T-cell 1,CD200R1
HMMR,0,4.061858013,0.891,0.455,0,CD8 T-cell 1,HMMR
ZBED2,0,4.061367813,1,0.319,0,CD8 T-cell 1,ZBED2
SNAP47,0,4.049149167,0.996,0.288,0,CD8 T-cell 1,SNAP47
MLLT6,0,4.040998506,1,0.39,0,CD8 T-cell 1,MLLT6
ITGB3BP,0,4.00721738,0.929,0.453,0,CD8 T-cell 1,ITGB3BP
CHST11,0,3.971877657,0.995,0.358,0,CD8 T-cell 1,CHST11
SMC1A,0,3.897634333,0.875,0.439,0,CD8 T-cell 1,SMC1A
